app_id,player_count,type,is_free,categories,genres,price_jpy,metacritic_score,total_achievements,collected_at
3638080,,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|カメラの快適性|色のオプション|カスタム音量調整|時間制限付き入力なしでプレイ可能|いつでもセーブ可能|ステレオサウンド|ファミリーシェアリング,カジュアル|インディー|シミュレーション,,,,2026-01-15T15:03:36.856703
3367720,,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|Steamランキング|ファミリーシェアリング,アドベンチャー|カジュアル|RPG,,,,2026-01-15T15:03:38.319103
1449570,0.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|ファミリーシェアリング,アドベンチャー|インディー,2050.0,,37.0,2026-01-15T15:03:39.893608
3091860,,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|ファミリーシェアリング,アクション|アドベンチャー,,,,2026-01-15T15:03:41.363461
3827570,,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|共有／分割画面での協力プレイ|共有／分割画面|フルコントローラサポート|Remote Play Together|ファミリーシェアリング,カジュアル|インディー,,,,2026-01-15T15:03:42.813760
3419800,0.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|ファミリーシェアリング,アドベンチャー|インディー,580.0,,10.0,2026-01-15T15:03:44.480530
1095810,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|インディー|RPG|早期アクセス,350.0,,,2026-01-15T15:03:46.028546
601530,0.0,game,False,シングルプレイヤー|Steam実績|Steamトレーディングカード|ファミリーシェアリング,アドベンチャー|カジュアル|インディー,1010.0,,40.0,2026-01-15T15:03:47.669908
207730,0.0,game,False,シングルプレイヤー|マルチプレイヤー|Steam実績|ファミリーシェアリング,アクション|ストラテジー,398.0,,20.0,2026-01-15T15:03:49.317537
3115440,0.0,game,True,シングルプレイヤー,カジュアル|インディー|無料プレイ,0.0,,,2026-01-15T15:03:50.801745
508720,0.0,game,True,シングルプレイヤー,カジュアル|無料プレイ|インディー|早期アクセス,0.0,,,2026-01-15T15:03:52.385359
1349830,1.0,game,True,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|解説モード使用可能|Remote Play Together,アクション|アドベンチャー|インディー|RPG|無料プレイ,0.0,,13.0,2026-01-15T15:03:54.229445
3918160,0.0,game,False,シングルプレイヤー|Steam実績|マウスのみのオプション|時間制限付き入力なしでプレイ可能|いつでもセーブ可能|Steamクラウド|ファミリーシェアリング,インディー|シミュレーション,580.0,,42.0,2026-01-15T15:03:55.603931
2753110,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,アクション,120.0,,,2026-01-15T15:03:57.058733
2884260,0.0,game,False,シングルプレイヤー|Steam実績|ファミリーシェアリング,カジュアル|インディー,120.0,,100.0,2026-01-15T15:03:58.832157
1850420,0.0,game,False,シングルプレイヤー|Steam実績|ファミリーシェアリング,アクション|アドベンチャー|インディー|RPG|早期アクセス,164.0,,1.0,2026-01-15T15:04:00.488500
1091890,,game,False,シングルプレイヤー|マルチプレイヤー|PvP|オンラインPvP|Steam実績|フルコントローラサポート|キャプション使用可能|データ|Steamランキング|ファミリーシェアリング,アクション|アドベンチャー|インディー,,,,2026-01-15T15:04:02.008875
